,TAD,random
0,0.1,0.0
1,0.5,0.1
2,0.6666666666666666,0.047619047619047616
3,0.4,0.03636363636363636
4,0.14285714285714285,0.0
5,0.2777777777777778,0.08333333333333333
6,0.21428571428571427,0.07142857142857142
7,0.1,0.1
8,0.3,0.0
9,0.047619047619047616,0.14285714285714285
10,0.1,0.1
11,1.0,0.1
12,0.2,0.0
13,0.35294117647058826,0.032679738562091505
14,0.4444444444444444,0.05555555555555555
15,0.7142857142857143,0.047619047619047616
16,0.06666666666666667,0.06666666666666667
17,0.23809523809523808,0.09523809523809523
18,0.0,0.06666666666666667
19,0.0,0.047619047619047616
20,0.26666666666666666,0.06666666666666667
21,0.3333333333333333,0.0
22,1.0,0.17857142857142858
23,1.0,0.13333333333333333
24,0.047619047619047616,0.047619047619047616
25,1.0,0.06666666666666667
26,0.1,0.1
27,0.42857142857142855,0.10714285714285714
28,0.2222222222222222,0.05555555555555555
29,0.7333333333333333,0.0380952380952381
30,0.2,0.1
31,0.03571428571428571,0.0
32,0.4114942528735632,0.034482758620689655
33,0.0,0.0
34,0.13333333333333333,0.06666666666666667
35,0.2,0.0
36,0.0,0.06666666666666667
37,0.2,0.0
38,0.13333333333333333,0.06666666666666667
39,0.1,0.0
40,0.07692307692307693,0.02564102564102564
41,0.2,0.1
42,0.8571428571428571,0.0
43,1.0,0.047619047619047616
44,0.2,0.0
45,0.10476190476190476,0.0380952380952381
46,0.42857142857142855,0.047619047619047616
47,0.06666666666666667,0.0
48,0.14285714285714285,0.03571428571428571
49,0.13333333333333333,0.06666666666666667
50,0.26666666666666666,0.06666666666666667
51,0.07272727272727272,0.03636363636363636
52,0.25,0.07142857142857142
53,0.16666666666666666,0.08333333333333333
54,0.38095238095238093,0.0
55,0.13333333333333333,0.0
56,0.7333333333333333,0.2
57,0.6666666666666666,0.0
58,0.3,0.0
59,0.06666666666666667,0.0
60,0.15151515151515152,0.07575757575757576
61,0.4444444444444444,0.1111111111111111
62,0.2,0.0
63,0.2857142857142857,0.0
64,0.047619047619047616,0.09523809523809523
65,0.08333333333333333,0.1111111111111111
66,0.2,0.0
67,0.26666666666666666,0.06666666666666667
68,0.1,0.0
69,0.08333333333333333,0.0
70,1.0,0.1
71,0.0,0.0
72,0.26666666666666666,0.0
73,0.39285714285714285,0.03571428571428571
74,0.2222222222222222,0.027777777777777776
75,0.2,0.0
76,0.1388888888888889,0.0
77,0.0,0.027777777777777776
78,0.0,0.0
79,0.09523809523809523,0.0
80,0.3333333333333333,0.06666666666666667
81,0.0,0.0
82,0.5333333333333333,0.06666666666666667
83,0.6,0.0
84,0.047619047619047616,0.0
85,0.047619047619047616,0.23809523809523808
86,0.3333333333333333,0.047619047619047616
87,0.05555555555555555,0.05555555555555555
88,0.0,0.0
89,0.9,0.0
90,0.047619047619047616,0.047619047619047616
91,0.07142857142857142,0.03571428571428571
92,0.14285714285714285,0.07142857142857142
93,0.0,0.0
94,0.2,0.06666666666666667
95,0.2,0.0
96,0.0,0.0
97,0.14285714285714285,0.14285714285714285
98,0.1,0.2
99,0.19444444444444445,0.05555555555555555
100,0.14545454545454545,0.0
101,0.03571428571428571,0.0
102,0.26666666666666666,0.0
103,0.4,0.13333333333333333
104,0.14285714285714285,0.0
105,0.047619047619047616,0.09523809523809523
106,0.1,0.0
107,0.26666666666666666,0.13333333333333333
108,0.21428571428571427,0.07142857142857142
109,0.09523809523809523,0.047619047619047616
110,0.1,0.0
111,0.1,0.0
112,0.3,0.0
113,0.14285714285714285,0.09523809523809523
