,gene1,gene2,gene_dis,gene_dis_corr
0,ENSMUSG00000048832,ENSMUSG00000024949,4330821.0,0.6753077086454609
1,ENSMUSG00000025008,ENSMUSG00000024830,36445667.0,0.7440908896320373
2,ENSMUSG00000118221,ENSMUSG00000117739,39830862.0,0.6633915765282928
3,ENSMUSG00000047379,ENSMUSG00000047368,16629432.5,0.8978795779334628
4,ENSMUSG00000024784,ENSMUSG00000063777,7184120.5,0.7746366294110358
5,ENSMUSG00000018820,ENSMUSG00000024921,15487584.5,0.9003941668984504
6,ENSMUSG00000118129,ENSMUSG00000063777,9479252.0,0.64302871906348
7,ENSMUSG00000049164,ENSMUSG00000040663,36687462.0,0.8703998971726117
8,ENSMUSG00000024835,ENSMUSG00000035372,438240.0,0.618921506622833
9,ENSMUSG00000024883,ENSMUSG00000025078,51522106.0,0.7219670695805971
10,ENSMUSG00000024976,ENSMUSG00000024891,48960803.5,0.7260222403884745
11,ENSMUSG00000118032,ENSMUSG00000071528,10833024.0,0.6288230625630821
12,ENSMUSG00000118220,ENSMUSG00000118052,4754492.5,0.9436798568060745
13,ENSMUSG00000052920,ENSMUSG00000024940,25415043.0,0.7784750403736006
14,ENSMUSG00000118233,ENSMUSG00000118127,5930102.0,0.7286275365264007
15,ENSMUSG00000025218,ENSMUSG00000024902,40591830.0,0.7730387349668624
16,ENSMUSG00000048720,ENSMUSG00000034820,28341791.5,0.7634073708071211
17,ENSMUSG00000034659,ENSMUSG00000025078,45699551.5,0.820205262695421
18,ENSMUSG00000118377,ENSMUSG00000118270,41395431.0,0.7687651732894766
19,ENSMUSG00000024976,ENSMUSG00000024944,47850758.5,0.9234792386363021
20,ENSMUSG00000013662,ENSMUSG00000090235,10074531.0,0.8101522171357337
21,ENSMUSG00000102353,ENSMUSG00000004054,31737979.0,0.6894120145420052
22,ENSMUSG00000041180,ENSMUSG00000118021,14755283.5,0.6478983631652178
23,ENSMUSG00000004054,ENSMUSG00000101389,5688353.0,0.6738272072027993
24,ENSMUSG00000043623,ENSMUSG00000056185,54725619.5,0.6135789402968719
25,ENSMUSG00000024952,ENSMUSG00000024669,3893198.5,0.7298102022980076
26,ENSMUSG00000061637,ENSMUSG00000046650,701203.5,0.979253256451071
27,ENSMUSG00000078528,ENSMUSG00000024858,11982175.0,0.6696398340628464
28,ENSMUSG00000011752,ENSMUSG00000071662,33119439.5,0.7554968256486443
29,ENSMUSG00000025195,ENSMUSG00000118087,2411095.0,0.6890873733041534
30,ENSMUSG00000117773,ENSMUSG00000045903,1245954.5,0.715178340483574
31,ENSMUSG00000097683,ENSMUSG00000035735,34415564.5,0.6801458733696547
32,ENSMUSG00000084742,ENSMUSG00000098718,10170156.5,0.6811532616583224
33,ENSMUSG00000025076,ENSMUSG00000024854,52186970.0,0.7787686812465752
34,ENSMUSG00000117788,ENSMUSG00000097636,25420310.5,0.6177933518616526
35,ENSMUSG00000024957,ENSMUSG00000057506,37213605.5,0.823805979173812
36,ENSMUSG00000117897,ENSMUSG00000025013,34686031.0,0.8472478189977801
37,ENSMUSG00000024667,ENSMUSG00000025010,30294874.0,0.9113679464877186
38,ENSMUSG00000025013,ENSMUSG00000049670,935854.0,0.8034570633443887
39,ENSMUSG00000071654,ENSMUSG00000047379,3840490.0,0.7169898565073748
40,ENSMUSG00000054843,ENSMUSG00000025010,17032263.0,0.893280856047117
41,ENSMUSG00000040451,ENSMUSG00000036372,22050301.5,0.7336492641021055
42,ENSMUSG00000024966,ENSMUSG00000114220,1908585.0,0.7418728338673366
43,ENSMUSG00000025185,ENSMUSG00000071644,33630637.5,0.7725414670836679
44,ENSMUSG00000040913,ENSMUSG00000024830,41460610.5,0.6369126886694514
45,ENSMUSG00000025076,ENSMUSG00000100141,46811996.5,0.7094936393162228
46,ENSMUSG00000045098,ENSMUSG00000025035,42759285.0,0.9505763316104585
47,ENSMUSG00000074733,ENSMUSG00000062376,14400696.0,0.852339663207508
48,ENSMUSG00000025185,ENSMUSG00000097558,8125220.5,0.6996366088329526
49,ENSMUSG00000074909,ENSMUSG00000117729,24678331.0,0.9029764038192627
50,ENSMUSG00000041488,ENSMUSG00000024766,21861295.0,0.6892804133890923
51,ENSMUSG00000117682,ENSMUSG00000075296,39301933.5,0.6380565096563929
