chr1	0.5693430656934306	7.811775639696023e-21
chr2	0.5838926174496645	7.333371148475055e-24
chr3	0.5490196078431373	1.8128904854722223e-14
chr4	0.4421052631578947	9.959017642646187e-09
chr5	0.5	7.33789542913118e-18
chr6	0.5526315789473685	2.38145808992306e-16
chr7	0.5392156862745098	1.565548527930051e-27
chr8	0.49557522123893805	5.754763866193318e-13
chr9	0.5363636363636364	7.618810354935484e-15
chr10	0.5523809523809524	4.511779181224501e-15
chr11	0.5370370370370371	9.426840246819325e-22
chr12	0.6329113924050633	3.6392914960580926e-15
chr13	0.6785714285714286	1.0628844362357153e-18
chr14	0.6349206349206349	3.070767877748042e-12
chr15	0.547945205479452	2.062740999467698e-10
chr16	0.5789473684210527	3.563491466210355e-09
chr17	0.5636363636363636	1.9039254762945667e-16
chr18	0.5588235294117647	3.1184251957839234e-05
chr19	0.6071428571428571	6.054316064475577e-10
