,gene1,gene2,gene_dis,gene_dis_corr
0,ENSMUSG00000105981,ENSMUSG00000050075,76327450.0,0.6017702238498043
1,ENSMUSG00000027669,ENSMUSG00000062127,72429072.0,0.9194463428081404
2,ENSMUSG00000033342,ENSMUSG00000104918,98963144.0,0.7204895841729483
3,ENSMUSG00000054690,ENSMUSG00000027778,68438091.5,0.7461954251547298
4,ENSMUSG00000083627,ENSMUSG00000074479,19443332.0,0.6569274291904654
5,ENSMUSG00000027998,ENSMUSG00000015943,13144210.0,0.8610370659770135
6,ENSMUSG00000028093,ENSMUSG00000027810,38626377.0,0.7432233550123222
7,ENSMUSG00000027952,ENSMUSG00000105627,33885680.0,0.6025284020277539
8,ENSMUSG00000028148,ENSMUSG00000001021,3751045.0,0.6854154781903764
9,ENSMUSG00000104295,ENSMUSG00000082624,84176156.0,0.6709126795728491
10,ENSMUSG00000105753,ENSMUSG00000105822,21888014.5,0.743596498481245
11,ENSMUSG00000103741,ENSMUSG00000106052,58575587.0,0.6325466355499032
12,ENSMUSG00000027849,ENSMUSG00000106536,6346399.5,0.6479132372163677
13,ENSMUSG00000028137,ENSMUSG00000105290,62253130.0,0.8838952068734917
14,ENSMUSG00000028197,ENSMUSG00000049565,36661258.0,0.7291897785319723
15,ENSMUSG00000038902,ENSMUSG00000104362,23673001.5,0.6281077400076454
16,ENSMUSG00000005628,ENSMUSG00000104865,48771656.5,0.7423491615767244
17,ENSMUSG00000038766,ENSMUSG00000068744,13186194.0,0.8730235528321502
18,ENSMUSG00000027776,ENSMUSG00000048031,18773630.0,0.8624539525347086
19,ENSMUSG00000027900,ENSMUSG00000097532,11132465.0,0.640646847068165
20,ENSMUSG00000104903,ENSMUSG00000097885,92932003.0,0.6091213213852452
21,ENSMUSG00000025766,ENSMUSG00000033161,59817486.0,0.8210755809193395
22,ENSMUSG00000039717,ENSMUSG00000025255,8509779.5,0.6858068734504325
23,ENSMUSG00000027746,ENSMUSG00000004896,34068056.0,0.6104542035608121
24,ENSMUSG00000102891,ENSMUSG00000027500,5304070.0,0.9083539509969919
25,ENSMUSG00000106105,ENSMUSG00000093507,8660588.5,0.655728516766025
26,ENSMUSG00000063273,ENSMUSG00000089911,65201093.0,0.7972330423842968
27,ENSMUSG00000037111,ENSMUSG00000028059,37088910.0,0.7999442587856772
28,ENSMUSG00000074480,ENSMUSG00000103041,22576998.5,0.9158919515433906
29,ENSMUSG00000103502,ENSMUSG00000104298,30725824.0,0.6448823754887324
30,ENSMUSG00000105327,ENSMUSG00000083627,28928656.0,0.7051589787589834
31,ENSMUSG00000037325,ENSMUSG00000104925,66739953.5,0.8714406706298689
32,ENSMUSG00000015750,ENSMUSG00000028005,13842781.0,0.7359016588259093
33,ENSMUSG00000004892,ENSMUSG00000106528,31864319.0,0.7987552176425988
34,ENSMUSG00000068547,ENSMUSG00000104161,92978254.5,0.6240356993832089
35,ENSMUSG00000104860,ENSMUSG00000105894,29279081.5,0.9199363867466174
36,ENSMUSG00000105941,ENSMUSG00000103523,2692620.5,0.6483221049296812
37,ENSMUSG00000102422,ENSMUSG00000097311,50220824.0,0.9010868464671368
38,ENSMUSG00000106500,ENSMUSG00000089932,113589480.0,0.6663351731991299
39,ENSMUSG00000105701,ENSMUSG00000102397,102020447.0,0.8188394615315541
40,ENSMUSG00000042520,ENSMUSG00000008958,5090652.5,0.6850542990298231
41,ENSMUSG00000002233,ENSMUSG00000027854,1789333.5,0.6800292253181802
42,ENSMUSG00000099114,ENSMUSG00000028088,55671725.5,0.6225444639358114
43,ENSMUSG00000040562,ENSMUSG00000028019,26858849.5,0.6636015151929906
44,ENSMUSG00000104938,ENSMUSG00000083122,100800231.0,0.677499193574684
45,ENSMUSG00000106419,ENSMUSG00000028256,12681006.0,0.666913648315086
46,ENSMUSG00000106211,ENSMUSG00000028134,63626946.5,0.8907957741154614
47,ENSMUSG00000105797,ENSMUSG00000043472,56367387.0,0.6458157264833057
48,ENSMUSG00000103856,ENSMUSG00000105683,144739273.0,0.7072443270799924
49,ENSMUSG00000106230,ENSMUSG00000105358,24569898.0,0.6853901517472812
50,ENSMUSG00000098795,ENSMUSG00000103420,6235221.0,0.8634965013315087
51,ENSMUSG00000099370,ENSMUSG00000027674,42605261.0,0.6275127988498135
52,ENSMUSG00000058388,ENSMUSG00000033233,3066793.0,0.9082510925460756
53,ENSMUSG00000023087,ENSMUSG00000105245,46495207.0,0.767607364677771
54,ENSMUSG00000027751,ENSMUSG00000104973,49789677.0,0.7297055009529331
55,ENSMUSG00000027775,ENSMUSG00000027555,52941124.5,0.7309530997966434
56,ENSMUSG00000104554,ENSMUSG00000049349,15673620.5,0.688605741101405
57,ENSMUSG00000104189,ENSMUSG00000037211,28444965.5,0.612084884474072
58,ENSMUSG00000046818,ENSMUSG00000105957,4316209.5,0.7649272694980442
59,ENSMUSG00000105116,ENSMUSG00000103643,95220465.5,0.8809580402564041
60,ENSMUSG00000008958,ENSMUSG00000027663,62766633.5,0.8384681100771146
61,ENSMUSG00000104621,ENSMUSG00000027803,94735636.5,0.6064370153848889
62,ENSMUSG00000045327,ENSMUSG00000068747,11704557.0,0.7205271898127938
63,ENSMUSG00000031286,ENSMUSG00000074344,20018790.0,0.6809343761663065
64,ENSMUSG00000097167,ENSMUSG00000103024,19268845.5,0.6507728556837861
65,ENSMUSG00000102758,ENSMUSG00000042165,67957546.0,0.6167860805341935
66,ENSMUSG00000048100,ENSMUSG00000081594,99696039.0,0.7228007151553973
67,ENSMUSG00000085121,ENSMUSG00000105553,27807596.0,0.6160818066628257
68,ENSMUSG00000105226,ENSMUSG00000063779,47512384.0,0.6858952568649379
69,ENSMUSG00000081093,ENSMUSG00000098498,57539375.0,0.8931238175195566
70,ENSMUSG00000048581,ENSMUSG00000074579,1826713.5,0.8247479373084755
71,ENSMUSG00000028114,ENSMUSG00000028256,21759049.0,0.8877081181870577
72,ENSMUSG00000004895,ENSMUSG00000027827,22708546.0,0.7846916194859064
73,ENSMUSG00000105655,ENSMUSG00000027998,21773368.0,0.777271381969965
74,ENSMUSG00000097189,ENSMUSG00000085527,10293730.0,0.7508673782609173
75,ENSMUSG00000089188,ENSMUSG00000104869,13584059.0,0.6629622292657805
76,ENSMUSG00000104639,ENSMUSG00000059857,8553130.5,0.8598889218967068
77,ENSMUSG00000105718,ENSMUSG00000101860,89650017.0,0.9095972245414097
78,ENSMUSG00000105990,ENSMUSG00000074513,75337672.0,0.7946445849590128
79,ENSMUSG00000103992,ENSMUSG00000105659,75334823.5,0.7186297501971852
80,ENSMUSG00000017688,ENSMUSG00000042747,85664895.0,0.6032084904617276
81,ENSMUSG00000056411,ENSMUSG00000045328,27156276.5,0.6931617788255198
82,ENSMUSG00000105659,ENSMUSG00000105789,26240345.5,0.595037851537282
83,ENSMUSG00000046999,ENSMUSG00000102498,35795737.0,0.6234411645080423
84,ENSMUSG00000074483,ENSMUSG00000105093,7421319.5,0.7443395193771902
85,ENSMUSG00000104235,ENSMUSG00000093865,69258208.0,0.6341356694373371
86,ENSMUSG00000091421,ENSMUSG00000103385,410413.0,0.6089555172949428
87,ENSMUSG00000033831,ENSMUSG00000085006,11621261.0,0.9694988361852186
88,ENSMUSG00000104283,ENSMUSG00000023087,18276738.0,0.743217235021044
89,ENSMUSG00000028137,ENSMUSG00000005687,8690164.0,0.7798264571025856
90,ENSMUSG00000027810,ENSMUSG00000028028,69183757.5,0.6220008227977901
91,ENSMUSG00000027932,ENSMUSG00000040374,84819375.0,0.5958146665235096
92,ENSMUSG00000104938,ENSMUSG00000074517,27111218.0,0.6379439995653639
93,ENSMUSG00000028101,ENSMUSG00000027852,6361872.5,0.7754622411972839
94,ENSMUSG00000100252,ENSMUSG00000106266,126521535.5,0.6399461369931748
95,ENSMUSG00000027954,ENSMUSG00000027699,62150887.5,0.7420806503307383
96,ENSMUSG00000093730,ENSMUSG00000068798,36862314.5,0.6632083564513274
97,ENSMUSG00000028126,ENSMUSG00000106536,2181270.5,0.6420315175354199
98,ENSMUSG00000104309,ENSMUSG00000093447,14781474.5,0.7138589146051416
99,ENSMUSG00000058174,ENSMUSG00000085953,6418101.0,0.788292898823268
100,ENSMUSG00000085810,ENSMUSG00000089075,43563798.0,0.8149067803946826
101,ENSMUSG00000103539,ENSMUSG00000037270,5001787.5,0.5974923855063493
102,ENSMUSG00000104862,ENSMUSG00000082878,120780069.5,0.9129746143981724
103,ENSMUSG00000105628,ENSMUSG00000103286,38657134.5,0.6741998624632419
104,ENSMUSG00000027530,ENSMUSG00000105779,140242954.5,0.8298127699926305
105,ENSMUSG00000103881,ENSMUSG00000103920,71334444.0,0.7634825630058194
106,ENSMUSG00000037161,ENSMUSG00000040322,57753228.0,0.7820406540969835
107,ENSMUSG00000093730,ENSMUSG00000104693,32694483.0,0.6347374035244593
108,ENSMUSG00000104074,ENSMUSG00000044434,52859666.0,0.653860104089035
109,ENSMUSG00000103792,ENSMUSG00000102785,35210210.0,0.6046343662383249
110,ENSMUSG00000105852,ENSMUSG00000068739,2462985.5,0.8374589877167393
111,ENSMUSG00000103703,ENSMUSG00000015745,28514317.0,0.7936177211540472
112,ENSMUSG00000103539,ENSMUSG00000105852,74015770.5,0.7327425243398262
113,ENSMUSG00000004894,ENSMUSG00000043542,80496007.0,0.8215817680332317
114,ENSMUSG00000105201,ENSMUSG00000027665,125602096.0,0.7575997630061982
115,ENSMUSG00000104965,ENSMUSG00000028049,31541259.0,0.8365408481554732
116,ENSMUSG00000028086,ENSMUSG00000103430,39564947.5,0.6558179197335485
117,ENSMUSG00000092607,ENSMUSG00000106416,49295652.5,0.7547099226081921
118,ENSMUSG00000036353,ENSMUSG00000050064,39328565.0,0.6479053251610416
119,ENSMUSG00000028165,ENSMUSG00000028188,11063306.0,0.6696529327772537
120,ENSMUSG00000086968,ENSMUSG00000028165,27522637.0,0.6303818015235343
121,ENSMUSG00000027938,ENSMUSG00000042157,2168125.0,0.6841451378658343
122,ENSMUSG00000102570,ENSMUSG00000089417,17594056.0,0.62818150827368
123,ENSMUSG00000105692,ENSMUSG00000097584,62056272.0,0.610018672684173
124,ENSMUSG00000105104,ENSMUSG00000104888,158936.0,0.6488999988033458
125,ENSMUSG00000028194,ENSMUSG00000102891,131986923.0,0.8589173778257893
126,ENSMUSG00000028128,ENSMUSG00000027506,112764134.5,0.7195620681445785
127,ENSMUSG00000105748,ENSMUSG00000048997,29691739.0,0.8392039729007064
128,ENSMUSG00000034640,ENSMUSG00000027680,31496831.5,0.6472305668857719
129,ENSMUSG00000028018,ENSMUSG00000090733,42823806.0,0.8169217177395223
130,ENSMUSG00000102614,ENSMUSG00000106107,47527881.0,0.6357590860208483
131,ENSMUSG00000088546,ENSMUSG00000027977,109762676.5,0.7157259168275909
132,ENSMUSG00000078783,ENSMUSG00000063954,80925586.0,0.6720228458779633
133,ENSMUSG00000027667,ENSMUSG00000105082,57451137.5,0.6383426394760857
134,ENSMUSG00000049565,ENSMUSG00000056498,24075600.0,0.8957119119628141
135,ENSMUSG00000042035,ENSMUSG00000104677,45506568.5,0.7872097417838662
136,ENSMUSG00000056306,ENSMUSG00000045662,54043939.0,0.84971570577253
137,ENSMUSG00000105293,ENSMUSG00000105302,833855.0,0.8944906236637477
138,ENSMUSG00000027784,ENSMUSG00000027714,32879665.0,0.7276237552162961
139,ENSMUSG00000086224,ENSMUSG00000105733,122042962.0,0.718060739221845
140,ENSMUSG00000102489,ENSMUSG00000106125,39100708.5,0.6616362738203146
141,ENSMUSG00000040339,ENSMUSG00000040151,35500641.5,0.770892545226987
142,ENSMUSG00000105207,ENSMUSG00000106093,14728091.0,0.6321371785727862
143,ENSMUSG00000092522,ENSMUSG00000104554,32325546.5,0.8539315761777583
144,ENSMUSG00000053192,ENSMUSG00000097885,43662077.0,0.9624121210674321
145,ENSMUSG00000097366,ENSMUSG00000089924,84536731.0,0.6579323556102766
146,ENSMUSG00000042520,ENSMUSG00000038712,5262371.5,0.8513233705597968
147,ENSMUSG00000027944,ENSMUSG00000064220,6248676.5,0.6425418166833898
148,ENSMUSG00000027739,ENSMUSG00000074182,94100424.0,0.9399691022267199
149,ENSMUSG00000028018,ENSMUSG00000102805,47844920.5,0.6720533886629668
150,ENSMUSG00000027947,ENSMUSG00000062046,63902068.5,0.6640509512910726
151,ENSMUSG00000032826,ENSMUSG00000070471,68583727.5,0.7532087103139777
152,ENSMUSG00000049230,ENSMUSG00000106416,134337088.5,0.7156620559262298
153,ENSMUSG00000027797,ENSMUSG00000044528,68932083.0,0.9639622751186304
154,ENSMUSG00000074268,ENSMUSG00000096569,97849.0,0.9870506496853082
155,ENSMUSG00000106099,ENSMUSG00000050064,21176690.5,0.7817776609644355
156,ENSMUSG00000102579,ENSMUSG00000106100,82101526.0,0.7931170261520932
157,ENSMUSG00000032913,ENSMUSG00000008958,9337131.5,0.930648238252355
158,ENSMUSG00000105900,ENSMUSG00000103759,58547548.5,0.6455840327391698
159,ENSMUSG00000103947,ENSMUSG00000043441,17119871.0,0.7988682976362961
160,ENSMUSG00000068860,ENSMUSG00000056498,10553875.5,0.6774689159549444
161,ENSMUSG00000092242,ENSMUSG00000105676,103432246.5,0.7253202401887872
162,ENSMUSG00000055436,ENSMUSG00000025437,5653508.5,0.7001838498649186
163,ENSMUSG00000027957,ENSMUSG00000096770,3405504.5,0.7402526729490567
164,ENSMUSG00000028029,ENSMUSG00000033554,16761326.5,0.7708896006704481
165,ENSMUSG00000106032,ENSMUSG00000104696,62231761.0,0.9673612722237096
166,ENSMUSG00000084846,ENSMUSG00000014601,12626233.0,0.8037594494286142
167,ENSMUSG00000028271,ENSMUSG00000105813,21348420.5,0.7865231364989262
168,ENSMUSG00000104511,ENSMUSG00000097124,75120151.5,0.6747744316633307
