,TAD,random
0,0.20915032679738563,0.0196078431372549
1,0.4722222222222222,0.1388888888888889
2,0.0,0.06666666666666667
3,0.0,0.0
4,0.1,0.1
5,0.3,0.0
6,0.1,0.0
7,0.75,0.05555555555555555
8,0.0641025641025641,0.038461538461538464
9,0.0,0.0
10,0.26666666666666666,0.13333333333333333
11,0.3333333333333333,0.047619047619047616
12,0.17857142857142858,0.07142857142857142
13,0.0,0.0
14,0.3111111111111111,0.022222222222222223
15,0.09523809523809523,0.14285714285714285
16,0.1,0.1
17,0.1,0.0
18,0.5,0.1
19,0.12105263157894737,0.05263157894736842
20,0.22758620689655173,0.029885057471264367
21,0.09523809523809523,0.0
22,0.0,0.0
23,0.2,0.0
24,0.29411764705882354,0.07352941176470588
25,0.6,0.0
26,0.0,0.1
27,0.09523809523809523,0.0
28,0.17857142857142858,0.10714285714285714
29,0.2,0.0
30,0.0,0.2
31,0.13333333333333333,0.06666666666666667
32,0.2,0.1
33,0.06666666666666667,0.06666666666666667
34,1.0,0.0
35,0.0,0.0
36,1.0,0.03571428571428571
37,0.2,0.0
38,0.1,0.0
39,0.6,0.1
40,0.1,0.1
41,0.07272727272727272,0.0
42,0.5272727272727272,0.01818181818181818
43,0.17777777777777778,0.044444444444444446
44,0.38095238095238093,0.09523809523809523
45,0.26666666666666666,0.0
46,0.3,0.0
47,0.2727272727272727,0.05454545454545454
48,0.26666666666666666,0.0
49,0.10714285714285714,0.03571428571428571
50,0.11428571428571428,0.06666666666666667
51,0.16666666666666666,0.1111111111111111
52,0.2,0.1
53,0.16666666666666666,0.030303030303030304
54,0.0,0.1
55,0.1,0.1
56,0.0,0.1
57,0.14285714285714285,0.0
58,0.06666666666666667,0.0
59,0.8,0.0
60,0.1,0.1
61,0.0,0.0
62,0.16483516483516483,0.054945054945054944
63,0.23809523809523808,0.047619047619047616
64,0.047619047619047616,0.047619047619047616
65,0.9,0.1
66,0.2,0.0
67,0.09523809523809523,0.0
68,0.8,0.1
69,0.2,0.0
70,0.1,0.0
71,0.1,0.2
72,0.2,0.1
73,0.09523809523809523,0.047619047619047616
74,0.19047619047619047,0.09523809523809523
75,0.1,0.0
76,0.3,0.0
77,0.3,0.0
78,0.7142857142857143,0.047619047619047616
79,0.0,0.0
80,0.17857142857142858,0.0
81,0.06666666666666667,0.044444444444444446
82,0.07142857142857142,0.07142857142857142
83,0.2,0.13333333333333333
84,0.1,0.1
85,0.2,0.0
86,0.08333333333333333,0.05555555555555555
87,0.2727272727272727,0.01818181818181818
88,0.1,0.2
89,0.3076923076923077,0.04395604395604396
90,0.0989010989010989,0.02197802197802198
91,0.1,0.0
92,0.21818181818181817,0.07272727272727272
93,0.2857142857142857,0.0
94,0.06666666666666667,0.0
95,0.4,0.0
96,0.0,0.0
97,0.2,0.0
98,0.14285714285714285,0.0
99,0.07142857142857142,0.0
100,0.10909090909090909,0.0
101,0.2857142857142857,0.0
102,0.0,0.1
103,0.1,0.0
104,0.0,0.0
105,0.0,0.06666666666666667
106,0.2,0.0
107,0.08333333333333333,0.05555555555555555
108,0.03571428571428571,0.03571428571428571
109,0.5,0.10714285714285714
110,0.06153846153846154,0.055384615384615386
111,0.1,0.2
112,0.19444444444444445,0.05555555555555555
