,gene1,gene2,gene_dis,gene_dis_corr
0,ENSMUSG00000042032,ENSMUSG00000014606,29958579.0,0.47804613135277174
1,ENSMUSG00000000782,ENSMUSG00000044068,29293600.5,-0.31607335363487327
2,ENSMUSG00000000861,ENSMUSG00000020453,20827111.0,0.2294776646144677
3,ENSMUSG00000082045,ENSMUSG00000087581,2055221.5,0.17963694674657626
4,ENSMUSG00000093989,ENSMUSG00000083618,50527354.5,-0.10789621207981762
5,ENSMUSG00000019102,ENSMUSG00000020792,55084638.0,0.06168587513266192
6,ENSMUSG00000042032,ENSMUSG00000038845,54986606.5,0.5790887939027388
7,ENSMUSG00000056648,ENSMUSG00000020516,9761772.0,0.09682265223157546
8,ENSMUSG00000070382,ENSMUSG00000054450,20319825.0,-0.08770751308097233
9,ENSMUSG00000020289,ENSMUSG00000088702,73939848.0,0.1271542411892081
10,ENSMUSG00000020611,ENSMUSG00000040667,38425584.5,0.29533840072125594
11,ENSMUSG00000015542,ENSMUSG00000075528,13773118.5,0.40445452884779165
12,ENSMUSG00000085937,ENSMUSG00000085338,34376233.0,0.18187363134838264
13,ENSMUSG00000086373,ENSMUSG00000087117,90213285.0,-0.1401986419925085
14,ENSMUSG00000085511,ENSMUSG00000072673,40598638.0,-0.06945577898250897
15,ENSMUSG00000046756,ENSMUSG00000037935,16385948.5,0.3688278647405927
16,ENSMUSG00000011877,ENSMUSG00000065686,70880287.5,-0.19139939909501114
17,ENSMUSG00000034177,ENSMUSG00000034156,74104.0,-0.7149826328485455
18,ENSMUSG00000061666,ENSMUSG00000085434,30825368.5,0.414625828858917
19,ENSMUSG00000084805,ENSMUSG00000018559,8034053.0,0.2248824330051615
20,ENSMUSG00000087534,ENSMUSG00000087113,25841561.5,-0.13997031539556212
21,ENSMUSG00000085733,ENSMUSG00000085893,73761733.5,0.5802136474520808
22,ENSMUSG00000070335,ENSMUSG00000025145,20843616.0,0.18124526580458772
23,ENSMUSG00000034677,ENSMUSG00000020359,63208211.5,0.5311445292134855
24,ENSMUSG00000014609,ENSMUSG00000049396,5597068.0,0.16417673676934996
25,ENSMUSG00000044056,ENSMUSG00000086569,47145334.0,0.007728140440884744
26,ENSMUSG00000040350,ENSMUSG00000085251,22900757.0,0.24287628414935147
27,ENSMUSG00000000581,ENSMUSG00000085078,63244880.5,0.1782733433056821
28,ENSMUSG00000044170,ENSMUSG00000089155,28262543.5,-0.37171081397057837
29,ENSMUSG00000086058,ENSMUSG00000017493,16118675.5,0.43215805602549523
30,ENSMUSG00000020182,ENSMUSG00000065767,89771338.5,-0.1514748950879553
31,ENSMUSG00000039670,ENSMUSG00000081756,55697465.0,0.0048187822768627625
32,ENSMUSG00000020387,ENSMUSG00000035112,49433434.0,0.16254705268518244
33,ENSMUSG00000075702,ENSMUSG00000043372,99620135.0,0.22850195419677213
34,ENSMUSG00000095187,ENSMUSG00000081078,3305905.5,0.05579654015323923
35,ENSMUSG00000070354,ENSMUSG00000086733,30107067.5,-0.038768456525507776
36,ENSMUSG00000069899,ENSMUSG00000087675,73507000.5,0.29009094525444096
37,ENSMUSG00000061306,ENSMUSG00000020928,17290708.5,0.497102463201116
38,ENSMUSG00000037145,ENSMUSG00000045287,16618636.5,-0.33203855822763384
39,ENSMUSG00000085143,ENSMUSG00000000632,17362538.5,-0.7541338441897527
40,ENSMUSG00000087373,ENSMUSG00000086031,12338609.0,0.3461488640265461
41,ENSMUSG00000020878,ENSMUSG00000086760,17055366.5,0.251431061761665
42,ENSMUSG00000087306,ENSMUSG00000082550,35266286.5,-0.12741612461882085
43,ENSMUSG00000020806,ENSMUSG00000041828,6551786.0,0.34556177387089004
44,ENSMUSG00000000724,ENSMUSG00000025130,42844826.5,-0.03160259333887829
45,ENSMUSG00000082476,ENSMUSG00000046095,42635061.5,-0.19249975598224023
46,ENSMUSG00000035355,ENSMUSG00000020937,2335822.0,-0.07197670925799027
47,ENSMUSG00000020847,ENSMUSG00000056962,40955726.5,0.5386232315266039
48,ENSMUSG00000000805,ENSMUSG00000085516,60795239.0,0.03855084696680643
49,ENSMUSG00000104856,ENSMUSG00000084930,19366605.0,-0.12667571571564348
50,ENSMUSG00000020534,ENSMUSG00000020405,17201116.5,0.44010796438526073
51,ENSMUSG00000020904,ENSMUSG00000086835,53095651.0,-0.23225295689781186
52,ENSMUSG00000060170,ENSMUSG00000048852,3265078.5,0.2500188674515274
53,ENSMUSG00000085502,ENSMUSG00000087050,7279410.5,-0.34100735169104646
54,ENSMUSG00000069816,ENSMUSG00000000301,13931116.0,-0.26772483809727493
55,ENSMUSG00000020901,ENSMUSG00000087067,28558393.0,0.19100966538791955
56,ENSMUSG00000086892,ENSMUSG00000080540,81975380.5,-0.1323094020377462
57,ENSMUSG00000072834,ENSMUSG00000087497,2845032.0,0.009802250767834215
