,TAD,random
0,0.36363636363636365,0.030303030303030304
1,0.23809523809523808,0.0
2,0.4666666666666667,0.0
3,0.0,0.0
4,0.1111111111111111,0.027777777777777776
5,0.06666666666666667,0.0
6,0.10606060606060606,0.07575757575757576
7,0.26666666666666666,0.0
8,0.09523809523809523,0.0
9,0.3,0.1
10,0.1,0.0
11,0.06666666666666667,0.0
12,0.26666666666666666,0.0
13,0.1,0.0
14,0.1,0.0
15,0.17857142857142858,0.0
16,0.23529411764705882,0.0457516339869281
17,0.10714285714285714,0.07142857142857142
18,0.1,0.0
19,0.06666666666666667,0.0
20,0.06666666666666667,0.0
21,0.08333333333333333,0.05555555555555555
22,0.2,0.0
23,0.3,0.0
24,0.14285714285714285,0.14285714285714285
25,0.05555555555555555,0.0
26,0.2692307692307692,0.01282051282051282
27,0.07272727272727272,0.07272727272727272
28,0.3,0.1
29,0.0,0.0
30,0.3,0.0
31,0.3333333333333333,0.13333333333333333
32,0.3333333333333333,0.06666666666666667
33,0.1,0.1
34,0.2857142857142857,0.047619047619047616
35,0.2,0.0
36,0.4,0.0
37,0.19047619047619047,0.09523809523809523
38,0.3333333333333333,0.047619047619047616
39,0.0,0.0
40,0.0,0.0
41,0.7857142857142857,0.03571428571428571
42,0.2,0.0
43,0.42857142857142855,0.09523809523809523
44,0.6666666666666666,0.08333333333333333
45,0.9,0.1
46,0.1,0.1
47,0.23636363636363636,0.07272727272727272
48,0.9,0.0
49,0.09523809523809523,0.0
50,0.13333333333333333,0.06666666666666667
51,0.07142857142857142,0.14285714285714285
52,0.0,0.1
53,0.2,0.0
54,0.13333333333333333,0.06666666666666667
55,0.13333333333333333,0.0
56,0.13333333333333333,0.0
