,TAD,random
0,0.2,0.0
1,0.2,0.06666666666666667
2,0.1,0.0
3,0.7,0.1
4,0.19047619047619047,0.047619047619047616
5,0.1388888888888889,0.027777777777777776
6,0.0,0.0
7,0.047619047619047616,0.09523809523809523
8,0.26666666666666666,0.06666666666666667
9,0.0,0.0
10,0.1,0.0
11,0.0,0.1
12,0.0,0.0
13,0.0,0.0
14,0.3055555555555556,0.0
15,0.06666666666666667,0.0
16,0.1111111111111111,0.05555555555555555
17,0.7,0.0
18,0.2,0.03636363636363636
19,0.26666666666666666,0.0
20,0.38095238095238093,0.047619047619047616
21,0.17857142857142858,0.0
22,0.4,0.1
23,0.2,0.0
24,0.1111111111111111,0.0
25,0.3055555555555556,0.05555555555555555
26,0.4,0.07272727272727272
27,0.3888888888888889,0.027777777777777776
28,0.3,0.0
29,0.1,0.0
30,0.13333333333333333,0.0
31,0.07142857142857142,0.07142857142857142
32,0.1,0.2
33,0.2727272727272727,0.030303030303030304
34,0.2,0.1
35,0.2,0.2
36,0.2,0.13333333333333333
37,0.21428571428571427,0.03571428571428571
38,0.3333333333333333,0.0
39,0.09523809523809523,0.047619047619047616
40,0.3,0.1
41,0.06666666666666667,0.13333333333333333
42,0.0,0.0
43,0.2,0.06666666666666667
44,0.07142857142857142,0.07142857142857142
45,0.06666666666666667,0.0
46,0.26666666666666666,0.13333333333333333
47,0.4222222222222222,0.06666666666666667
48,0.2426470588235294,0.058823529411764705
49,0.3,0.0
50,0.2857142857142857,0.0
51,0.1,0.2
52,0.26666666666666666,0.0
53,0.1,0.0
54,0.35714285714285715,0.03571428571428571
55,0.047619047619047616,0.09523809523809523
56,0.1,0.0
57,0.2,0.0
58,0.0,0.2
59,0.4,0.0
60,0.1,0.0
61,0.07142857142857142,0.10714285714285714
62,0.2,0.0
63,0.75,0.03571428571428571
64,0.2857142857142857,0.0
65,0.2,0.022222222222222223
66,0.4722222222222222,0.027777777777777776
67,0.4473684210526316,0.07368421052631578
68,0.7777777777777778,0.1111111111111111
69,0.07142857142857142,0.10714285714285714
70,0.34502923976608185,0.04093567251461988
71,0.047619047619047616,0.047619047619047616
72,0.15151515151515152,0.030303030303030304
