,gene1,gene2,gene_dis,gene_dis_corr
0,ENSMUSG00000116396,ENSMUSG00000037386,45276131.0,-0.5559671240736632
1,ENSMUSG00000022249,ENSMUSG00000022325,23983591.0,0.26578851552744415
2,ENSMUSG00000116226,ENSMUSG00000097232,40413085.0,-0.5604331234673633
3,ENSMUSG00000041653,ENSMUSG00000068085,1785948.5,-0.21470758651145444
4,ENSMUSG00000001280,ENSMUSG00000116366,2228668.0,-0.11921424752093036
5,ENSMUSG00000115426,ENSMUSG00000115867,19228867.5,0.025283463425555944
6,ENSMUSG00000096157,ENSMUSG00000023050,56528156.5,0.01620690377530656
7,ENSMUSG00000116353,ENSMUSG00000115699,8650564.5,-0.23623512976961056
8,ENSMUSG00000115537,ENSMUSG00000022416,43713001.5,-0.4153692448494567
9,ENSMUSG00000116097,ENSMUSG00000115888,1857073.5,-0.26191925081182876
10,ENSMUSG00000022477,ENSMUSG00000109770,11110699.5,0.5130395435590798
11,ENSMUSG00000091709,ENSMUSG00000023484,24264723.5,-0.006208454409536494
12,ENSMUSG00000022607,ENSMUSG00000099349,61347010.0,0.11223876941561295
13,ENSMUSG00000093223,ENSMUSG00000116138,2872075.5,0.12766584893465513
14,ENSMUSG00000039100,ENSMUSG00000095704,46130763.5,-0.18933451826409264
15,ENSMUSG00000116505,ENSMUSG00000022324,44631523.0,0.5034741628075851
16,ENSMUSG00000003970,ENSMUSG00000022269,50545884.0,-0.7002839395328451
17,ENSMUSG00000090500,ENSMUSG00000100599,571017.5,-0.059829338342376324
18,ENSMUSG00000116295,ENSMUSG00000022359,39012115.5,0.2122870456955633
19,ENSMUSG00000115064,ENSMUSG00000116303,30311507.5,-0.0909090909090909
20,ENSMUSG00000039458,ENSMUSG00000080720,7146888.0,0.20064529926549432
21,ENSMUSG00000055022,ENSMUSG00000092494,12881139.0,-0.2850102203354863
22,ENSMUSG00000022332,ENSMUSG00000115057,30771009.5,0.12801475316013042
23,ENSMUSG00000054619,ENSMUSG00000022439,15982899.0,0.5258567608217374
24,ENSMUSG00000101892,ENSMUSG00000091694,19610324.0,-0.8923272224980093
25,ENSMUSG00000068099,ENSMUSG00000037579,16977264.0,0.2810249358736945
26,ENSMUSG00000115784,ENSMUSG00000022325,31824947.5,0.4332935644482313
27,ENSMUSG00000100599,ENSMUSG00000064373,95981250.0,-0.2602891725620414
28,ENSMUSG00000022471,ENSMUSG00000022415,1908542.5,-0.7504306974544293
29,ENSMUSG00000047641,ENSMUSG00000116131,3876880.5,-0.03303740030203132
30,ENSMUSG00000048218,ENSMUSG00000115261,72367266.0,0.4069919836222265
