,gene1,gene2,gene_dis,gene_dis_corr
0,ENSMUSG00000113427,ENSMUSG00000112663,76405477.0,0.6683784717644888
1,ENSMUSG00000113387,ENSMUSG00000113184,52742889.5,0.8997979658973082
2,ENSMUSG00000021219,ENSMUSG00000098128,1639403.0,0.7271947300853672
3,ENSMUSG00000021179,ENSMUSG00000058070,8312734.5,0.7571928358261919
4,ENSMUSG00000116705,ENSMUSG00000113154,18531341.5,0.6629378943352755
5,ENSMUSG00000096995,ENSMUSG00000112410,64893205.0,0.8716251489891649
6,ENSMUSG00000112390,ENSMUSG00000020669,1405016.5,0.6949134300641295
7,ENSMUSG00000020628,ENSMUSG00000021125,50422989.0,0.7356546731381957
8,ENSMUSG00000021252,ENSMUSG00000021171,30516124.0,0.68225093792222
9,ENSMUSG00000021219,ENSMUSG00000113157,62235265.5,0.6758991807264918
10,ENSMUSG00000097381,ENSMUSG00000020990,41520317.5,0.7716020823928856
11,ENSMUSG00000021099,ENSMUSG00000112549,18843238.0,0.7410649538535143
12,ENSMUSG00000111917,ENSMUSG00000043060,54148255.5,0.674199862463242
13,ENSMUSG00000113328,ENSMUSG00000044912,29278580.0,0.81680151268202
14,ENSMUSG00000113167,ENSMUSG00000034145,72926309.5,0.9741005216623263
15,ENSMUSG00000112390,ENSMUSG00000021022,25760096.0,0.8056878892702903
16,ENSMUSG00000113814,ENSMUSG00000112274,56923111.0,0.6362476448897336
17,ENSMUSG00000090387,ENSMUSG00000021288,71583466.0,0.9571088491027772
18,ENSMUSG00000021260,ENSMUSG00000112022,53170067.0,0.6752061729197811
19,ENSMUSG00000097055,ENSMUSG00000021279,89916153.5,0.7294961173881023
20,ENSMUSG00000113429,ENSMUSG00000113616,33546602.0,0.9022350225725035
21,ENSMUSG00000020601,ENSMUSG00000097121,85281364.5,0.6771810241277468
22,ENSMUSG00000021259,ENSMUSG00000112604,62677661.5,0.6288099240439907
23,ENSMUSG00000020591,ENSMUSG00000042734,64992598.5,0.8215799839164246
24,ENSMUSG00000021003,ENSMUSG00000097476,14717561.0,0.8617005121003118
25,ENSMUSG00000021222,ENSMUSG00000002803,29446520.5,0.8607442442175373
26,ENSMUSG00000043398,ENSMUSG00000097381,39219824.5,0.8054454539133409
27,ENSMUSG00000034442,ENSMUSG00000060073,2297876.5,0.7857020751485212
28,ENSMUSG00000047828,ENSMUSG00000112763,63041810.5,0.8545585582273973
29,ENSMUSG00000036613,ENSMUSG00000076432,7406980.0,0.7724713764845115
30,ENSMUSG00000036333,ENSMUSG00000113184,56699902.5,0.9284467379508795
