,gene1,gene2,gene_dis,gene_dis_corr
0,ENSMUSG00000090564,ENSMUSG00000022031,43709507.5,0.6197605109962283
1,ENSMUSG00000022159,ENSMUSG00000114624,39869188.0,0.8358550869178543
2,ENSMUSG00000115216,ENSMUSG00000097450,39570340.0,0.6620654528661996
3,ENSMUSG00000060615,ENSMUSG00000006281,921424.5,0.6722349899808981
4,ENSMUSG00000045799,ENSMUSG00000021877,17851411.5,0.6049211009504837
5,ENSMUSG00000115855,ENSMUSG00000114196,61961049.0,0.6245289170076512
6,ENSMUSG00000072598,ENSMUSG00000115570,3490128.0,0.6881443638691391
7,ENSMUSG00000022176,ENSMUSG00000061524,67999378.0,0.8509375334008279
8,ENSMUSG00000049295,ENSMUSG00000115220,66969972.0,0.8398563181343276
9,ENSMUSG00000071531,ENSMUSG00000022056,34321868.0,0.7602189997012851
10,ENSMUSG00000103010,ENSMUSG00000093953,598403.5,0.7639489889317197
11,ENSMUSG00000022008,ENSMUSG00000040840,21445939.0,0.8639285763631703
12,ENSMUSG00000115191,ENSMUSG00000094628,119795043.5,0.9528298842451811
13,ENSMUSG00000021959,ENSMUSG00000022175,3256208.0,0.878268581529526
14,ENSMUSG00000115450,ENSMUSG00000023387,58196267.5,0.6096723647684272
15,ENSMUSG00000090707,ENSMUSG00000022031,59692612.0,0.7081111114158019
16,ENSMUSG00000033004,ENSMUSG00000021782,79040176.0,0.7841551677238497
17,ENSMUSG00000115100,ENSMUSG00000100017,9938277.5,0.7234050178568303
18,ENSMUSG00000114636,ENSMUSG00000090627,12570349.0,0.9220881409053742
19,ENSMUSG00000072572,ENSMUSG00000045306,1573183.5,0.5982498960709235
20,ENSMUSG00000021986,ENSMUSG00000093979,40806260.5,0.8409576361715768
21,ENSMUSG00000077497,ENSMUSG00000047894,6136189.5,0.8205280655469054
22,ENSMUSG00000015971,ENSMUSG00000114436,10122128.0,0.7089007882491338
23,ENSMUSG00000054509,ENSMUSG00000022125,46456215.5,0.8520774195890828
24,ENSMUSG00000104788,ENSMUSG00000021874,26161249.0,0.7344336894782725
25,ENSMUSG00000021963,ENSMUSG00000021945,877732.0,0.8539765850019333
26,ENSMUSG00000114621,ENSMUSG00000035078,4516062.5,0.682015531374172
27,ENSMUSG00000071531,ENSMUSG00000094825,28746904.5,0.7284368189392554
28,ENSMUSG00000072572,ENSMUSG00000091306,2749805.5,0.7645204841146668
29,ENSMUSG00000090374,ENSMUSG00000021743,51151644.0,0.9403749456024105
30,ENSMUSG00000096955,ENSMUSG00000094877,49444714.5,0.8121126215549458
31,ENSMUSG00000021820,ENSMUSG00000021774,2457191.0,0.7594638036120573
32,ENSMUSG00000115100,ENSMUSG00000022139,73479016.5,0.9019497416620054
33,ENSMUSG00000022159,ENSMUSG00000091509,52841381.0,0.6273740469479306
34,ENSMUSG00000091418,ENSMUSG00000115281,28167082.0,0.7093351764499063
35,ENSMUSG00000021959,ENSMUSG00000022229,1347216.0,0.7442812134053893
36,ENSMUSG00000115650,ENSMUSG00000114626,98662783.0,0.8889485314205617
37,ENSMUSG00000096955,ENSMUSG00000094828,49827052.0,0.6224036741130243
38,ENSMUSG00000099966,ENSMUSG00000114693,44536365.0,0.6699230898329805
39,ENSMUSG00000021991,ENSMUSG00000115639,90494872.5,0.6278308742861771
40,ENSMUSG00000022043,ENSMUSG00000115812,34501742.5,0.7608900360974526
41,ENSMUSG00000093556,ENSMUSG00000075571,24514843.5,0.6741998624632419
42,ENSMUSG00000115812,ENSMUSG00000102774,47968840.5,0.6684625992455214
43,ENSMUSG00000115003,ENSMUSG00000045107,26680996.5,0.6248557157108503
44,ENSMUSG00000089785,ENSMUSG00000035129,7360664.0,0.6730644859831303
45,ENSMUSG00000022031,ENSMUSG00000114503,37144838.0,0.711797355940338
46,ENSMUSG00000021835,ENSMUSG00000058997,32638586.5,0.6165684921109992
47,ENSMUSG00000072492,ENSMUSG00000114865,345005.0,0.6401925219522775
48,ENSMUSG00000033214,ENSMUSG00000022044,45326131.0,0.9629901896514917
49,ENSMUSG00000114621,ENSMUSG00000022208,12935998.5,0.7410152246390624
50,ENSMUSG00000115373,ENSMUSG00000057564,7189175.5,0.7047410897924373
51,ENSMUSG00000057903,ENSMUSG00000115392,38948176.0,0.989937622568613
52,ENSMUSG00000114704,ENSMUSG00000079410,26520938.0,0.8154836906283205
53,ENSMUSG00000094877,ENSMUSG00000097903,67103042.0,0.790504280694215
54,ENSMUSG00000091110,ENSMUSG00000021816,20760841.5,0.8022328700750752
55,ENSMUSG00000087666,ENSMUSG00000114416,28764277.0,0.7046452755998494
56,ENSMUSG00000115308,ENSMUSG00000115060,44180899.0,0.6741998624632418
57,ENSMUSG00000096904,ENSMUSG00000094929,1151911.0,0.8317371766360607
58,ENSMUSG00000089365,ENSMUSG00000089416,28020604.5,0.8350669326035357
59,ENSMUSG00000115432,ENSMUSG00000041650,17922925.0,0.6605817130924018
60,ENSMUSG00000114410,ENSMUSG00000096574,16911460.5,0.6248299101995362
61,ENSMUSG00000115250,ENSMUSG00000096551,1621847.5,0.853931576177758
62,ENSMUSG00000021905,ENSMUSG00000021947,25253613.5,0.6001981082977095
63,ENSMUSG00000043418,ENSMUSG00000090459,4776887.0,0.7736054701945098
64,ENSMUSG00000022048,ENSMUSG00000021918,35865677.0,0.8138516212331961
65,ENSMUSG00000034522,ENSMUSG00000036023,14564088.5,0.6920609055558945
66,ENSMUSG00000114621,ENSMUSG00000115263,54338112.0,0.7603610937347267
67,ENSMUSG00000089682,ENSMUSG00000034532,10409490.0,0.7062270820216328
68,ENSMUSG00000093969,ENSMUSG00000034689,42579719.5,0.8276766095584239
69,ENSMUSG00000072723,ENSMUSG00000114970,116842265.0,0.7867404225850885
70,ENSMUSG00000021771,ENSMUSG00000058351,9272985.5,0.5924592913500496
71,ENSMUSG00000049295,ENSMUSG00000022185,2651141.0,0.9555900083000015
72,ENSMUSG00000100486,ENSMUSG00000097199,56352166.0,0.9067392509894391
73,ENSMUSG00000043004,ENSMUSG00000115398,28950970.5,0.7869197033905779
74,ENSMUSG00000114902,ENSMUSG00000036282,12377601.0,0.6684049310510304
75,ENSMUSG00000101086,ENSMUSG00000115234,22254154.5,0.6109551799311208
76,ENSMUSG00000021987,ENSMUSG00000115008,11400950.0,0.6483784249105894
77,ENSMUSG00000114996,ENSMUSG00000115855,56123681.0,0.6620701699369721
78,ENSMUSG00000045201,ENSMUSG00000097903,104988671.0,0.8488244964550865
79,ENSMUSG00000072723,ENSMUSG00000023064,26604309.5,0.6058199339326712
80,ENSMUSG00000042104,ENSMUSG00000040770,64107968.5,0.6006123074461646
81,ENSMUSG00000021904,ENSMUSG00000098255,38070874.5,0.5972917180244451
82,ENSMUSG00000098369,ENSMUSG00000048379,21126674.5,0.6484735923267747
83,ENSMUSG00000095295,ENSMUSG00000021819,15203285.0,0.6784560385576676
84,ENSMUSG00000041673,ENSMUSG00000038925,8701746.5,0.728181470863009
85,ENSMUSG00000042682,ENSMUSG00000021913,2363100.0,0.8543556726576245
86,ENSMUSG00000021892,ENSMUSG00000097218,26206400.0,0.8262744017961036
87,ENSMUSG00000050666,ENSMUSG00000072680,6832486.5,0.806618580459046
88,ENSMUSG00000085133,ENSMUSG00000043418,84180502.5,0.632203627316185
89,ENSMUSG00000105703,ENSMUSG00000022204,724846.0,0.8082409062508734
90,ENSMUSG00000021973,ENSMUSG00000022052,9085488.5,0.7566071301918947
91,ENSMUSG00000115087,ENSMUSG00000079357,64664390.0,0.6057677256017082
92,ENSMUSG00000115584,ENSMUSG00000105920,49207135.0,0.6033800917808707
93,ENSMUSG00000039081,ENSMUSG00000021917,9013969.0,0.6954796150259797
94,ENSMUSG00000022185,ENSMUSG00000087479,64442473.5,0.709141308934259
95,ENSMUSG00000072145,ENSMUSG00000097903,75887518.0,0.6966989553112634
96,ENSMUSG00000114575,ENSMUSG00000025277,16412862.5,0.7418395585720062
97,ENSMUSG00000115650,ENSMUSG00000022054,43329044.0,0.9222302230021108
98,ENSMUSG00000114789,ENSMUSG00000114266,144039.0,0.6607251590460285
99,ENSMUSG00000043702,ENSMUSG00000055639,71313388.5,0.694714848220473
100,ENSMUSG00000097303,ENSMUSG00000021945,1076833.0,0.6971191110092284
101,ENSMUSG00000022034,ENSMUSG00000072674,39651573.5,0.6085542563285308
102,ENSMUSG00000021993,ENSMUSG00000054763,2207544.5,0.6424068239653803
103,ENSMUSG00000035184,ENSMUSG00000097903,57804810.5,0.8612117805116598
104,ENSMUSG00000021772,ENSMUSG00000115733,59066158.5,0.7935106761595447
105,ENSMUSG00000045776,ENSMUSG00000115597,4193561.0,0.6264678790176462
106,ENSMUSG00000071347,ENSMUSG00000022032,4941113.0,0.7612708715876235
107,ENSMUSG00000082738,ENSMUSG00000097511,54652964.0,0.6604173552100142
108,ENSMUSG00000021916,ENSMUSG00000022008,45091802.5,0.8915153138304702
109,ENSMUSG00000035129,ENSMUSG00000085555,103940758.0,0.7801071528444888
110,ENSMUSG00000115373,ENSMUSG00000022214,10291049.0,0.844279186629862
111,ENSMUSG00000097743,ENSMUSG00000022064,42478184.5,0.8919674391138792
112,ENSMUSG00000058690,ENSMUSG00000022111,64753189.5,0.7818512121969255
113,ENSMUSG00000114482,ENSMUSG00000114532,19182449.5,0.7495317426632984
114,ENSMUSG00000096653,ENSMUSG00000094370,47133661.0,0.621772776361806
115,ENSMUSG00000034235,ENSMUSG00000079409,17402519.5,0.6353914538419174
116,ENSMUSG00000093556,ENSMUSG00000091185,33629756.5,0.7458346351503468
117,ENSMUSG00000039599,ENSMUSG00000014813,48669694.5,0.6510707970962111
118,ENSMUSG00000076858,ENSMUSG00000072595,9589054.5,0.6621406105737435
119,ENSMUSG00000100486,ENSMUSG00000114653,34800040.5,0.8887862544458979
