,gene1,gene2,gene_dis,gene_dis_corr
0,ENSMUSG00000094021,ENSMUSG00000115740,72657971.0,-0.1356939383343922
1,ENSMUSG00000115264,ENSMUSG00000114985,71543853.5,0.14653901438442254
2,ENSMUSG00000098369,ENSMUSG00000114312,13506261.0,0.07855650487089874
3,ENSMUSG00000075245,ENSMUSG00000034205,40434566.5,0.320090444804537
4,ENSMUSG00000114979,ENSMUSG00000090868,61963261.0,-0.20537396340271688
5,ENSMUSG00000021843,ENSMUSG00000091613,41816670.5,-0.07460585281318223
6,ENSMUSG00000021771,ENSMUSG00000099794,84616295.0,-0.08492513344813678
7,ENSMUSG00000007989,ENSMUSG00000115689,52818463.0,-0.07011525207273081
8,ENSMUSG00000114865,ENSMUSG00000108568,69893481.5,0.5598977706287491
9,ENSMUSG00000091605,ENSMUSG00000059488,5509747.5,-0.12703667456924073
10,ENSMUSG00000096463,ENSMUSG00000114595,44579419.5,-0.03750091105190347
11,ENSMUSG00000021907,ENSMUSG00000021749,23786351.0,-0.33723999089046197
12,ENSMUSG00000094877,ENSMUSG00000021963,4518529.0,0.36126463351542765
13,ENSMUSG00000089707,ENSMUSG00000090539,98915543.0,-0.2318125628987338
14,ENSMUSG00000053465,ENSMUSG00000091293,67678071.5,-0.26299523740000735
15,ENSMUSG00000115506,ENSMUSG00000058745,30199337.0,0.09853734753182446
16,ENSMUSG00000045211,ENSMUSG00000115363,7026039.5,0.25493467168057643
17,ENSMUSG00000075592,ENSMUSG00000076823,2501186.5,-0.8350122307650523
18,ENSMUSG00000058351,ENSMUSG00000072145,13390860.0,-0.48046098586360375
19,ENSMUSG00000037544,ENSMUSG00000000197,76048796.0,-0.9475514438031785
20,ENSMUSG00000022089,ENSMUSG00000085883,58145821.0,-0.04188096847594343
21,ENSMUSG00000115627,ENSMUSG00000093968,17382800.5,-0.1540926586336483
22,ENSMUSG00000090707,ENSMUSG00000091752,333397.0,-0.07547942190043408
23,ENSMUSG00000090660,ENSMUSG00000082662,26036728.5,-0.24590247814835411
24,ENSMUSG00000035235,ENSMUSG00000095427,14635021.5,-0.333108410969147
25,ENSMUSG00000022020,ENSMUSG00000022000,4043624.0,-0.0475805505291395
26,ENSMUSG00000097853,ENSMUSG00000079184,51140404.5,0.5789622598590493
27,ENSMUSG00000091849,ENSMUSG00000114267,8682709.5,0.5222884094315395
28,ENSMUSG00000097589,ENSMUSG00000114970,62967881.0,-0.7379295140622842
29,ENSMUSG00000087652,ENSMUSG00000072625,29660829.5,-0.2273101701772916
30,ENSMUSG00000022034,ENSMUSG00000114753,39506533.5,0.17118092905938057
31,ENSMUSG00000021798,ENSMUSG00000115451,110542.5,-0.27728759279364706
32,ENSMUSG00000115767,ENSMUSG00000114577,25675968.0,0.05148155084262045
33,ENSMUSG00000101009,ENSMUSG00000059835,17786248.5,0.034404889344615795
34,ENSMUSG00000071347,ENSMUSG00000115725,12219562.0,-0.23820479898492217
35,ENSMUSG00000115087,ENSMUSG00000021786,62354893.0,-0.19771469318561075
36,ENSMUSG00000089978,ENSMUSG00000098713,42783370.0,-0.032085646534908516
37,ENSMUSG00000090305,ENSMUSG00000021936,2335491.5,0.36720257333356365
38,ENSMUSG00000097901,ENSMUSG00000033111,5559603.5,0.34526718715632687
39,ENSMUSG00000100274,ENSMUSG00000079197,64161117.5,-0.26969257863871976
40,ENSMUSG00000015970,ENSMUSG00000115191,94507402.5,-0.5926807493297718
41,ENSMUSG00000114289,ENSMUSG00000094578,53597231.5,0.12959597788324304
42,ENSMUSG00000022199,ENSMUSG00000095854,2053828.0,-0.09002097331807282
43,ENSMUSG00000100585,ENSMUSG00000035235,60629683.0,0.30408449934608545
44,ENSMUSG00000075478,ENSMUSG00000110165,52244614.5,-0.17091911063657228
45,ENSMUSG00000115295,ENSMUSG00000094974,16852121.5,-0.15763029736943557
46,ENSMUSG00000097853,ENSMUSG00000098255,63752546.0,-0.16642627768542517
47,ENSMUSG00000068245,ENSMUSG00000115391,13803318.5,0.3697340360530538
48,ENSMUSG00000071361,ENSMUSG00000071262,23201182.5,-0.16873889599530278
49,ENSMUSG00000041534,ENSMUSG00000058997,45066571.5,-0.6529466241421268
50,ENSMUSG00000115650,ENSMUSG00000115194,62736971.0,0.09681600915313947
51,ENSMUSG00000022157,ENSMUSG00000114658,9089317.5,-0.19930404074659702
52,ENSMUSG00000102764,ENSMUSG00000064525,7139684.0,0.12444201476830857
53,ENSMUSG00000049960,ENSMUSG00000057913,46397650.0,0.02825231361038334
54,ENSMUSG00000022156,ENSMUSG00000021906,24024837.5,-0.32892839574680965
55,ENSMUSG00000049460,ENSMUSG00000114496,15129094.0,0.553211760976506
56,ENSMUSG00000115794,ENSMUSG00000033446,29142320.0,-0.20256273123530755
57,ENSMUSG00000044551,ENSMUSG00000099315,643723.0,0.16930082066468144
58,ENSMUSG00000098096,ENSMUSG00000114624,49801669.5,-0.11020947299879146
59,ENSMUSG00000098236,ENSMUSG00000021919,461128.0,-0.28559883294777133
60,ENSMUSG00000023064,ENSMUSG00000115579,14361580.0,0.17503062289860588
61,ENSMUSG00000057886,ENSMUSG00000072731,66728860.5,0.040984470210302486
62,ENSMUSG00000052395,ENSMUSG00000094628,25935704.5,-0.47521668482936824
63,ENSMUSG00000022098,ENSMUSG00000115412,39454677.5,0.35376452142346854
64,ENSMUSG00000098096,ENSMUSG00000114737,47754831.0,-0.03407227137353389
65,ENSMUSG00000098369,ENSMUSG00000102763,19892962.5,0.3655868023992608
66,ENSMUSG00000079383,ENSMUSG00000059606,46145134.0,-0.18013011646103072
67,ENSMUSG00000096397,ENSMUSG00000105061,944678.5,-0.17834989697325374
68,ENSMUSG00000022089,ENSMUSG00000114272,50618523.0,-0.1784573149375822
69,ENSMUSG00000090861,ENSMUSG00000091293,25192711.5,0.053386412276157647
70,ENSMUSG00000047911,ENSMUSG00000093684,8908956.5,0.14198234243045257
71,ENSMUSG00000093589,ENSMUSG00000103010,63181883.0,0.24405671422391093
72,ENSMUSG00000114907,ENSMUSG00000091494,11401734.5,0.38787548561435226
73,ENSMUSG00000114500,ENSMUSG00000096510,14585482.0,-0.15420498241249936
74,ENSMUSG00000022160,ENSMUSG00000045211,18280178.0,0.5818841634570561
75,ENSMUSG00000040632,ENSMUSG00000096579,47956297.5,-0.03844774819161981
76,ENSMUSG00000079101,ENSMUSG00000058571,114398853.5,0.30672976787605627
77,ENSMUSG00000022179,ENSMUSG00000114310,42825201.0,0.5346633497684012
78,ENSMUSG00000114533,ENSMUSG00000115691,23901267.5,-0.010511135302337953
79,ENSMUSG00000091132,ENSMUSG00000115214,23824939.5,0.10695103438075743
80,ENSMUSG00000114704,ENSMUSG00000088769,15877503.5,0.13812762190923908
81,ENSMUSG00000085380,ENSMUSG00000040640,18511841.0,0.4046630105371695
82,ENSMUSG00000114480,ENSMUSG00000098626,47857184.5,-0.12348552666668246
83,ENSMUSG00000096997,ENSMUSG00000115242,19469790.5,-0.18327665010261954
84,ENSMUSG00000021273,ENSMUSG00000094526,6273206.5,-0.7830375257277817
85,ENSMUSG00000115742,ENSMUSG00000090900,44522728.5,0.25535744650223785
86,ENSMUSG00000082463,ENSMUSG00000115109,10442472.0,0.45040990025628425
87,ENSMUSG00000093556,ENSMUSG00000114626,25757201.0,0.47843860399089205
88,ENSMUSG00000039376,ENSMUSG00000022126,82388125.0,-0.2666421304583189
89,ENSMUSG00000093985,ENSMUSG00000076867,47058428.0,-0.3882672273511796
90,ENSMUSG00000115777,ENSMUSG00000115309,28593788.0,0.15238072553637697
91,ENSMUSG00000114500,ENSMUSG00000048933,6967755.5,0.11195434439805434
92,ENSMUSG00000115210,ENSMUSG00000114241,10957209.0,-0.6316723064513071
93,ENSMUSG00000035184,ENSMUSG00000115704,11633119.0,0.31484022702864994
94,ENSMUSG00000115539,ENSMUSG00000115220,40017118.5,-0.17033111140755097
95,ENSMUSG00000057132,ENSMUSG00000023064,17764593.5,0.05584487212219813
96,ENSMUSG00000022199,ENSMUSG00000021898,28004810.5,0.045665807841145656
97,ENSMUSG00000103869,ENSMUSG00000035896,10522784.0,-0.057398548406680884
98,ENSMUSG00000022056,ENSMUSG00000030662,52414073.0,-0.10129733743489143
99,ENSMUSG00000062148,ENSMUSG00000098236,18955947.0,-0.3106299176238944
100,ENSMUSG00000021891,ENSMUSG00000093801,21775569.5,0.010059106338627163
101,ENSMUSG00000098866,ENSMUSG00000022229,11482881.5,-0.21498264459099525
102,ENSMUSG00000061510,ENSMUSG00000114577,18042644.0,0.019531555580835476
103,ENSMUSG00000054733,ENSMUSG00000086260,41003444.0,-0.03118513685960357
104,ENSMUSG00000115180,ENSMUSG00000053253,71163707.0,-0.3194306229591195
105,ENSMUSG00000094880,ENSMUSG00000095686,474825.0,-0.11741745177169469
106,ENSMUSG00000085423,ENSMUSG00000093684,43392001.5,-0.32771314056673256
107,ENSMUSG00000115772,ENSMUSG00000040640,21168430.5,-0.007298308263223769
