,gene1,gene2,gene_dis,gene_dis_corr
0,ENSMUSG00000024777,ENSMUSG00000024660,3654105.0,-0.8481334592035494
1,ENSMUSG00000033717,ENSMUSG00000024905,50648226.5,0.002099721315266219
2,ENSMUSG00000118155,ENSMUSG00000117945,11741767.5,0.023127573844133574
3,ENSMUSG00000047207,ENSMUSG00000092250,29842424.0,0.029318843048097915
4,ENSMUSG00000100392,ENSMUSG00000047423,5936855.5,-0.21822988339270588
5,ENSMUSG00000024673,ENSMUSG00000116347,2365881.5,0.48163381972153646
6,ENSMUSG00000041035,ENSMUSG00000067608,36286419.0,-0.3488699852353063
7,ENSMUSG00000025217,ENSMUSG00000048138,19771172.5,-0.24768089713062436
8,ENSMUSG00000060224,ENSMUSG00000099316,25679049.5,0.3612046527327298
9,ENSMUSG00000024736,ENSMUSG00000032648,4472452.0,-0.20990285476957127
10,ENSMUSG00000024851,ENSMUSG00000096578,56859981.0,-0.18534367205948257
11,ENSMUSG00000040065,ENSMUSG00000024750,8849551.5,0.004705491374556828
12,ENSMUSG00000063796,ENSMUSG00000046138,21158651.0,0.4737700448879694
13,ENSMUSG00000118100,ENSMUSG00000024829,6613306.5,0.04120874705850976
14,ENSMUSG00000060803,ENSMUSG00000087830,4645303.0,0.2557853603616584
15,ENSMUSG00000048832,ENSMUSG00000117848,34382910.5,0.37702685587917273
16,ENSMUSG00000098069,ENSMUSG00000024979,26375719.0,-0.061100123731595686
17,ENSMUSG00000117877,ENSMUSG00000117905,4093714.0,-0.17472877312107626
18,ENSMUSG00000025010,ENSMUSG00000024986,3402155.0,-0.577335873690152
19,ENSMUSG00000045932,ENSMUSG00000089993,5700538.0,0.4735901204090948
20,ENSMUSG00000024992,ENSMUSG00000024766,4499814.0,-0.8926343242887163
21,ENSMUSG00000118077,ENSMUSG00000006270,53478498.5,-0.38633474725784117
22,ENSMUSG00000091378,ENSMUSG00000024922,54391169.0,-0.4273436548250049
23,ENSMUSG00000024776,ENSMUSG00000099757,22738909.0,-0.043881214438856724
24,ENSMUSG00000092802,ENSMUSG00000025202,37659800.0,-0.08491073310178318
25,ENSMUSG00000035171,ENSMUSG00000117978,35967769.5,0.18384342275503956
26,ENSMUSG00000025077,ENSMUSG00000047423,51112466.0,-0.41258818871448544
27,ENSMUSG00000052920,ENSMUSG00000024937,25447914.5,-0.1873794727012187
28,ENSMUSG00000003555,ENSMUSG00000010097,37906171.0,-0.2783798937626985
29,ENSMUSG00000091471,ENSMUSG00000062624,4919330.0,-0.4189651866455957
30,ENSMUSG00000024677,ENSMUSG00000108929,29264364.0,-0.39146389011815474
31,ENSMUSG00000024975,ENSMUSG00000118021,32078442.0,0.33340177451471387
32,ENSMUSG00000024754,ENSMUSG00000090117,20731628.0,0.2611560241971707
33,ENSMUSG00000052595,ENSMUSG00000041035,13661309.5,-0.5973960769485963
34,ENSMUSG00000098916,ENSMUSG00000041360,22735291.5,-0.37619654634149796
35,ENSMUSG00000024778,ENSMUSG00000024997,26560084.5,0.2651206587648385
36,ENSMUSG00000047733,ENSMUSG00000025190,37431768.0,-0.10366983807896761
37,ENSMUSG00000040385,ENSMUSG00000024787,1930109.0,-0.6758487112355266
38,ENSMUSG00000058816,ENSMUSG00000085003,6116067.5,-0.7522284411271554
39,ENSMUSG00000088212,ENSMUSG00000117685,11049506.5,-0.1738371093768224
40,ENSMUSG00000091230,ENSMUSG00000024691,34603047.5,-0.714918921035551
41,ENSMUSG00000054526,ENSMUSG00000037126,32490936.5,-0.2108180920858532
42,ENSMUSG00000108947,ENSMUSG00000118126,4876864.5,-0.13162631852524986
43,ENSMUSG00000061637,ENSMUSG00000003228,47897223.5,-0.03788687272080838
44,ENSMUSG00000097683,ENSMUSG00000118104,39431779.5,-0.1684667940591625
45,ENSMUSG00000024735,ENSMUSG00000049015,2462750.0,0.14203894162143574
46,ENSMUSG00000111118,ENSMUSG00000075289,8359746.0,0.15814511958720054
47,ENSMUSG00000024912,ENSMUSG00000024659,14930439.5,-0.26546804576361416
48,ENSMUSG00000024841,ENSMUSG00000024659,15013052.5,0.3049718544014576
49,ENSMUSG00000118149,ENSMUSG00000024858,43425939.0,-0.050168745312336796
50,ENSMUSG00000117698,ENSMUSG00000024831,40405130.5,0.5682717477455436
51,ENSMUSG00000025209,ENSMUSG00000032773,36335524.5,0.2541067183344002
52,ENSMUSG00000024833,ENSMUSG00000034820,4584087.5,-0.3254280833245059
53,ENSMUSG00000117848,ENSMUSG00000025085,12089234.5,0.31798781398336284
54,ENSMUSG00000118125,ENSMUSG00000112693,7176180.0,-0.17631954922742002
55,ENSMUSG00000118067,ENSMUSG00000032702,5215129.0,0.18527326299240068
56,ENSMUSG00000114721,ENSMUSG00000118064,11256873.5,-0.03295413911569856
57,ENSMUSG00000098916,ENSMUSG00000118021,28311949.5,-0.033793831922815966
58,ENSMUSG00000035049,ENSMUSG00000117700,31703504.5,0.16917103884004975
59,ENSMUSG00000024981,ENSMUSG00000117702,7579227.0,0.2708794743054031
60,ENSMUSG00000101389,ENSMUSG00000090235,31396086.5,-0.10823347283646029
61,ENSMUSG00000094584,ENSMUSG00000024835,6856201.0,0.5224342828931458
62,ENSMUSG00000024770,ENSMUSG00000024939,28347268.0,-0.19332391880838462
63,ENSMUSG00000062432,ENSMUSG00000117770,19852855.0,-0.28447329380292913
64,ENSMUSG00000064202,ENSMUSG00000118129,24998478.5,-0.023471090738885456
65,ENSMUSG00000114721,ENSMUSG00000067242,5175226.0,0.10234657174685939
66,ENSMUSG00000114721,ENSMUSG00000051490,18563384.5,0.4595458321250104
67,ENSMUSG00000041488,ENSMUSG00000114644,724427.5,-0.2797667545968659
68,ENSMUSG00000090840,ENSMUSG00000046913,4256744.0,-0.22768013412863294
69,ENSMUSG00000024982,ENSMUSG00000099316,38233394.5,0.4564583815728865
70,ENSMUSG00000110156,ENSMUSG00000035783,28334514.5,-0.21200228171294894
71,ENSMUSG00000054200,ENSMUSG00000024811,1241812.5,0.24386274448692388
72,ENSMUSG00000100969,ENSMUSG00000025085,54048424.5,0.26122997592058783
73,ENSMUSG00000025199,ENSMUSG00000117821,10227722.0,-0.1812501751797371
74,ENSMUSG00000024989,ENSMUSG00000049498,25131421.0,0.05590185782133746
75,ENSMUSG00000052562,ENSMUSG00000110298,137314.5,-0.278819236759958
76,ENSMUSG00000071528,ENSMUSG00000024902,42122482.5,0.535380373014496
77,ENSMUSG00000117820,ENSMUSG00000118260,10619250.5,-0.19239956305167064
78,ENSMUSG00000037603,ENSMUSG00000074922,9347059.0,0.20387599936902454
79,ENSMUSG00000118210,ENSMUSG00000044424,29909098.0,-0.02323592159667627
80,ENSMUSG00000117822,ENSMUSG00000025035,28624831.0,-0.05937018731193865
81,ENSMUSG00000080783,ENSMUSG00000024982,36711820.0,0.5347233540777767
82,ENSMUSG00000118305,ENSMUSG00000118276,50547498.0,-0.03483117295024497
83,ENSMUSG00000071644,ENSMUSG00000024862,3859607.0,0.10239408017239836
84,ENSMUSG00000117900,ENSMUSG00000024975,9674862.5,0.06813989383252804
85,ENSMUSG00000099678,ENSMUSG00000025172,18202162.0,0.35202810264782036
86,ENSMUSG00000057605,ENSMUSG00000117973,10325384.5,0.2633585986989962
87,ENSMUSG00000118096,ENSMUSG00000074925,19977331.5,0.040733781840871744
88,ENSMUSG00000025209,ENSMUSG00000050623,38085337.0,-0.04706562689674943
89,ENSMUSG00000025041,ENSMUSG00000117718,42693394.0,0.2889378896183838
90,ENSMUSG00000072437,ENSMUSG00000087132,56313962.5,-0.34934931792922164
91,ENSMUSG00000058607,ENSMUSG00000071633,17546696.0,-0.007039591723870801
92,ENSMUSG00000118209,ENSMUSG00000041035,18461471.0,0.4569780559616663
93,ENSMUSG00000052387,ENSMUSG00000024696,9752228.0,-0.5132259311605543
94,ENSMUSG00000099998,ENSMUSG00000024742,920317.0,0.023250683332575583
95,ENSMUSG00000117834,ENSMUSG00000025047,12069727.0,0.21419108549698607
96,ENSMUSG00000047787,ENSMUSG00000025194,36712601.0,-0.6072888867873738
97,ENSMUSG00000117820,ENSMUSG00000024789,5277560.0,-0.5520467925724263
98,ENSMUSG00000024896,ENSMUSG00000080268,27454931.0,0.0176657417155234
99,ENSMUSG00000083160,ENSMUSG00000024731,3272025.0,-0.09197948341267187
100,ENSMUSG00000033478,ENSMUSG00000025001,18424150.0,0.287877845711891
101,ENSMUSG00000118086,ENSMUSG00000117664,11792725.0,0.5848537480213492
102,ENSMUSG00000055491,ENSMUSG00000117827,9979118.0,0.3792482455023512
103,ENSMUSG00000118211,ENSMUSG00000049134,18941391.5,0.2652601320952716
104,ENSMUSG00000024942,ENSMUSG00000024827,24134717.0,0.10867285061714632
105,ENSMUSG00000024992,ENSMUSG00000024986,720599.0,0.4123610796156151
106,ENSMUSG00000117944,ENSMUSG00000048138,2069612.5,0.5153976237561951
107,ENSMUSG00000024653,ENSMUSG00000024795,25863256.0,0.48941054174949405
108,ENSMUSG00000117770,ENSMUSG00000074925,33832796.0,0.19575911721252717
109,ENSMUSG00000047298,ENSMUSG00000060613,12840459.5,-0.06783116443602913
110,ENSMUSG00000114302,ENSMUSG00000101439,7563479.0,-0.012366643058850789
111,ENSMUSG00000092617,ENSMUSG00000044345,14291274.0,0.06724766896877059
112,ENSMUSG00000006270,ENSMUSG00000116347,50276045.0,0.18611752096909936
113,ENSMUSG00000110210,ENSMUSG00000024681,47759322.0,-0.1927367347928789
114,ENSMUSG00000087112,ENSMUSG00000117740,27817788.5,0.1648090272296953
115,ENSMUSG00000071640,ENSMUSG00000100075,19488999.5,0.032088905934173594
116,ENSMUSG00000118087,ENSMUSG00000118093,34030790.5,0.4205706264018366
117,ENSMUSG00000117966,ENSMUSG00000032648,902458.0,-0.21900138946517067
118,ENSMUSG00000118092,ENSMUSG00000118142,7010743.5,-0.012101395755211438
119,ENSMUSG00000101079,ENSMUSG00000110210,20643793.0,0.05049876760527698
120,ENSMUSG00000024837,ENSMUSG00000024854,21322207.0,0.12466156103362708
121,ENSMUSG00000114285,ENSMUSG00000059734,32450758.5,-0.09292766111796724
122,ENSMUSG00000049134,ENSMUSG00000118111,7255814.0,0.1326964616896494
